"","Lead.Number","Lead.Origin","Lead.Source","Do.Not.Email","Converted","TotalVisits","Total.Time.Spent.on.Website","Page.Views.Per.Visit","Last.Activity","What.is.your.current.occupation","City","A.free.copy.of.Mastering.The.Interview","Last.Notable.Activity","total_answered"
"8345","586173","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8346","586167","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8347","586158","Landing Page Submission","Google","No","0",8,87,2,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"8348","586156","API","Organic Search","Yes","1",4,1315,4,"SMS Sent","Unemployed","Other Metro Cities","No","Modified","3"
"8349","586148","Landing Page Submission","Google","No","1",3,596,3,"Email Opened","Working Professional","Mumbai","No","Email Opened","4"
"8350","586145","Landing Page Submission","Direct Traffic","No","0",4,1224,1.33,"Page Visited on Website","Unemployed","Mumbai","Yes","Page Visited on Website","1"
"8351","586139","Landing Page Submission","Direct Traffic","No","0",3,159,3,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","3"
"8352","586138","API","Olark Chat","No","1",0,0,0,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"8353","586124","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Other Metro Cities","No","Olark Chat Conversation","0"
"8354","586109","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"8355","586108","Landing Page Submission","Organic Search","No","0",5,208,5,"SMS Sent","Unemployed","Other Metro Cities","Yes","SMS Sent","3"
"8356","586106","API","Organic Search","No","0",7,1531,1.75,"Email Opened","Unemployed","Mumbai","No","Email Opened","0"
"8357","586104","Landing Page Submission","Direct Traffic","No","0",9,390,1.5,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","3"
"8358","586075","Landing Page Submission","Organic Search","Yes","0",3,278,3,"Email Bounced","Unemployed","Mumbai","Yes","Modified","3"
"8359","586071","Landing Page Submission","Direct Traffic","No","0",3,342,3,"Page Visited on Website","Student","Mumbai","Yes","Modified","3"
"8360","586069","Landing Page Submission","Direct Traffic","No","0",2,289,2,"Email Opened","Unemployed","Other Cities of Maharashtra","Yes","Modified","1"
"8361","586052","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Other Metro Cities","No","Olark Chat Conversation","0"
"8362","586022","Landing Page Submission","Direct Traffic","Yes","0",2,1234,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","3"
"8363","586016","Landing Page Submission","Direct Traffic","No","1",3,541,3,"Email Opened","Working Professional","Other Cities of Maharashtra","Yes","Email Opened","3"
"8364","586002","Landing Page Submission","Direct Traffic","Yes","0",3,1487,3,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"8365","585995","Landing Page Submission","Direct Traffic","No","0",4,334,2,"Email Opened","Student","Thane & Outskirts","Yes","Email Opened","3"
"8366","585990","Landing Page Submission","Organic Search","Yes","0",8,129,8,"SMS Sent","Unemployed","Other Cities","No","Modified","3"
"8367","585977","Landing Page Submission","Direct Traffic","No","0",3,2087,3,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","1"
"8368","585963","Landing Page Submission","Direct Traffic","No","0",3,154,3,"Converted to Lead","Unemployed","Mumbai","Yes","Modified","3"
"8369","585950","Landing Page Submission","Direct Traffic","No","0",2,186,2,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","3"
"8370","585939","Landing Page Submission","Direct Traffic","Yes","0",2,283,2,"Email Bounced","Unemployed","Mumbai","Yes","Modified","3"
"8371","585927","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Other Cities","No","SMS Sent","3"
"8372","585910","Landing Page Submission","Organic Search","No","0",5,10,5,"Email Opened","Unemployed","Other Cities","No","Email Opened","1"
"8373","585892","Landing Page Submission","Direct Traffic","No","1",2,766,2,"Had a Phone Conversation","Working Professional","Mumbai","Yes","Modified","3"
"8374","585890","Landing Page Submission","Direct Traffic","No","0",9,87,1.8,"Email Opened","Unemployed","Other Cities of Maharashtra","Yes","Email Opened","3"
"8375","585888","Landing Page Submission","Direct Traffic","No","0",5,104,2.5,"Email Opened","Unemployed","Thane & Outskirts","Yes","Email Opened","3"
"8376","585872","Landing Page Submission","Direct Traffic","No","1",4,1449,4,"SMS Sent","Unemployed","Thane & Outskirts","Yes","SMS Sent","3"
"8377","585871","Landing Page Submission","Direct Traffic","No","0",2,391,2,"SMS Sent","Unemployed","Other Cities of Maharashtra","Yes","Modified","1"
"8378","585870","API","Google","Yes","0",4,65,4,"Unsubscribed","Unemployed","Mumbai","No","Unsubscribed","4"
"8379","585868","Landing Page Submission","Organic Search","Yes","0",10,408,3.33,"Page Visited on Website","Unemployed","Other Metro Cities","Yes","Page Visited on Website","3"
"8380","585865","Landing Page Submission","Direct Traffic","No","0",3,154,1.5,"Email Opened","Unemployed","Other Cities of Maharashtra","Yes","Email Opened","3"
"8381","585859","API","Olark Chat","Yes","0",0,0,0,"Email Bounced","Unemployed","Mumbai","No","Modified","0"
"8382","585851","Landing Page Submission","Direct Traffic","No","0",10,793,10,"Email Opened","Unemployed","Other Metro Cities","Yes","Email Opened","3"
"8383","585830","API","Google","No","0",3,1395,1.5,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"8384","585829","API","Olark Chat","Yes","0",0,0,0,"Email Bounced","Unemployed","Mumbai","No","Modified","0"
"8385","585824","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","3"
"8386","585822","Landing Page Submission","Organic Search","No","1",7,854,3.5,"Page Visited on Website","Unemployed","Mumbai","No","Page Visited on Website","1"
"8387","585819","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8388","585811","Landing Page Submission","Organic Search","No","0",8,216,4,"SMS Sent","Unemployed","Other Cities","No","SMS Sent","2"
"8389","585800","Landing Page Submission","Direct Traffic","No","0",1,127,1,"Converted to Lead","Unemployed","Mumbai","Yes","Modified","3"
"8390","585799","API","Google","No","1",9,38,1.8,"Olark Chat Conversation","Unemployed","Mumbai","No","Olark Chat Conversation","4"
"8391","585792","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8392","585790","Landing Page Submission","Direct Traffic","No","1",3,82,3,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"8393","585785","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","0"
"8394","585775","Landing Page Submission","Google","No","0",4,2226,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","4"
"8395","585772","Landing Page Submission","Google","No","1",4,1284,4,"Unreachable","Unemployed","Mumbai","No","Modified","4"
"8396","585761","API","Google","No","1",8,1198,2,"Email Opened","Unemployed","Mumbai","Yes","Modified","3"
"8397","585757","API","Olark Chat","No","0",0,0,0,"SMS Sent","Working Professional","Thane & Outskirts","No","SMS Sent","2"
"8398","585751","Landing Page Submission","Google","No","1",5,1154,5,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","4"
"8399","585749","Landing Page Submission","Direct Traffic","No","0",11,1858,5.5,"Email Opened","Unemployed","Other Cities of Maharashtra","Yes","Modified","3"
"8400","585742","API","Google","No","1",3,14,1,"Email Opened","Unemployed","Mumbai","No","Email Opened","3"
"8401","585740","Landing Page Submission","Direct Traffic","No","0",8,35,2,"Page Visited on Website","Unemployed","Mumbai","Yes","Modified","1"
"8402","585726","API","Organic Search","No","0",3,130,3,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"8403","585724","API","Google","No","1",2,1412,2,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","2"
"8404","585722","Lead Add Form","Welingak Website","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8405","585712","Landing Page Submission","Direct Traffic","No","1",2,254,2,"Email Opened","Working Professional","Other Metro Cities","No","Email Opened","3"
"8406","585710","Landing Page Submission","Direct Traffic","Yes","0",2,152,2,"Email Bounced","Unemployed","Other Cities","No","Modified","3"
"8407","585709","Landing Page Submission","Organic Search","No","1",16,1297,1.78,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","4"
"8408","585704","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8409","585703","API","Google","No","1",2,1157,2,"SMS Sent","Unemployed","Thane & Outskirts","No","Modified","2"
"8410","585697","Landing Page Submission","Direct Traffic","No","1",2,1556,2,"Email Opened","Unemployed","Thane & Outskirts","Yes","Email Opened","3"
"8411","585688","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8412","585648","API","Organic Search","No","1",5,1445,2.5,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","2"
"8413","585646","Lead Add Form","Welingak Website","No","1",0,0,0,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","Modified","2"
"8414","585643","Landing Page Submission","Organic Search","No","1",5,1531,5,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"8415","585642","Landing Page Submission","Organic Search","No","0",4,180,2,"Email Opened","Unemployed","Mumbai","Yes","Modified","1"
"8416","585616","Landing Page Submission","Google","No","1",4,605,2,"SMS Sent","Working Professional","Other Cities","No","SMS Sent","4"
"8417","585607","Landing Page Submission","Organic Search","Yes","0",6,311,6,"Unsubscribed","Unemployed","Mumbai","Yes","Unsubscribed","3"
"8418","585600","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Other Metro Cities","No","Olark Chat Conversation","0"
"8419","585585","Landing Page Submission","Direct Traffic","Yes","0",2,1414,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","3"
"8420","585581","Landing Page Submission","Direct Traffic","No","1",2,849,2,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8421","585574","API","Google","No","1",2,1306,1,"SMS Sent","Unemployed","Other Cities","No","Modified","0"
"8422","585573","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8423","585544","API","Google","No","0",1,94,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","2"
"8424","585535","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","Modified","3"
"8425","585534","API","Google","No","0",4,303,4,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","2"
"8426","585505","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"8427","585501","Landing Page Submission","Organic Search","Yes","0",6,262,3,"Email Bounced","Unemployed","Mumbai","Yes","Modified","1"
"8428","585497","API","Direct Traffic","No","0",5,547,2.5,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"8429","585484","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8430","585477","Lead Add Form","Welingak Website","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8431","585475","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8432","585457","Landing Page Submission","Organic Search","No","0",6,192,6,"SMS Sent","Unemployed","Other Cities","Yes","SMS Sent","3"
"8433","585443","Landing Page Submission","Google","No","1",2,1705,2,"Email Link Clicked","Unemployed","Thane & Outskirts","No","Modified","4"
"8434","585440","Landing Page Submission","Direct Traffic","No","0",3,1318,3,"SMS Sent","Unemployed","Other Cities","Yes","SMS Sent","3"
"8435","585438","Lead Add Form","Reference","No","1",1,1458,1,"Email Bounced","Unemployed","Mumbai","No","Modified","2"
"8436","585427","Landing Page Submission","Google","No","1",6,1079,6,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8437","585416","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"8438","585411","Landing Page Submission","Direct Traffic","No","0",5,12,5,"Email Opened","Unemployed","Other Cities of Maharashtra","Yes","Email Opened","3"
"8439","585409","Landing Page Submission","Direct Traffic","No","0",4,289,4,"Email Opened","Unemployed","Mumbai","Yes","Modified","3"
"8440","585406","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8441","585405","Landing Page Submission","Direct Traffic","No","0",1,247,1,"Converted to Lead","Unemployed","Mumbai","Yes","Modified","1"
"8442","585403","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","3"
"8443","585401","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"8444","585399","API","Olark Chat","No","1",0,0,0,"Email Opened","Unemployed","Other Metro Cities","No","Email Opened","3"
"8445","585394","API","Google","No","0",2,86,1,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","0"
"8446","585392","Landing Page Submission","Direct Traffic","No","1",2,1486,2,"Email Opened","Unemployed","Thane & Outskirts","Yes","Email Opened","3"
"8447","585388","Landing Page Submission","Organic Search","Yes","0",17,96,5.67,"SMS Sent","Unemployed","Other Cities","Yes","SMS Sent","3"
"8448","585386","Landing Page Submission","Direct Traffic","No","0",3,127,1.5,"Email Opened","Student","Mumbai","Yes","Email Opened","3"
"8449","585382","API","Google","No","0",3,11,3,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","0"
"8450","585381","Landing Page Submission","Organic Search","No","0",5,1050,2.5,"Email Opened","Unemployed","Other Metro Cities","Yes","Email Opened","3"
"8451","585377","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","2"
"8452","585373","Landing Page Submission","Google","No","1",8,1607,2.67,"SMS Sent","Unemployed","Thane & Outskirts","Yes","Modified","2"
"8453","585362","Landing Page Submission","Google","No","1",3,770,3,"SMS Sent","Working Professional","Thane & Outskirts","No","Modified","4"
"8454","585361","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"8455","585357","Landing Page Submission","Direct Traffic","No","0",5,392,5,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8456","585348","Landing Page Submission","Google","No","0",3,184,3,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"8457","585344","API","Google","Yes","0",3,108,3,"Unsubscribed","Unemployed","Mumbai","No","Modified","2"
"8458","585343","API","Google","No","0",3,142,1.5,"Olark Chat Conversation","Unemployed","Mumbai","No","Olark Chat Conversation","0"
"8459","585340","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","0"
"8460","585336","Landing Page Submission","Google","No","0",5,396,1.67,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"8461","585325","API","Google","No","1",2,189,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","3"
"8462","585303","API","Olark Chat","No","1",0,0,0,"SMS Sent","Working Professional","Thane & Outskirts","No","SMS Sent","3"
"8463","585301","Landing Page Submission","Direct Traffic","No","0",2,353,2,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8464","585291","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8465","585283","API","Direct Traffic","No","0",5,1156,1.25,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","3"
"8466","585282","Landing Page Submission","Direct Traffic","No","1",8,936,8,"Email Opened","Unemployed","Tier II Cities","Yes","Email Opened","3"
"8467","585281","API","Google","No","0",2,1580,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8468","585274","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"8469","585273","Landing Page Submission","Organic Search","Yes","0",5,107,5,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","3"
"8470","585269","Landing Page Submission","Direct Traffic","Yes","0",2,185,2,"Email Bounced","Unemployed","Thane & Outskirts","Yes","Modified","3"
"8471","585266","Landing Page Submission","Direct Traffic","Yes","0",2,131,2,"SMS Sent","Unemployed","Tier II Cities","Yes","SMS Sent","3"
"8472","585243","Landing Page Submission","Direct Traffic","No","0",2,145,2,"SMS Sent","Unemployed","Other Cities","Yes","SMS Sent","3"
"8473","585230","Landing Page Submission","Organic Search","No","0",8,1032,8,"SMS Sent","Unemployed","Thane & Outskirts","Yes","Modified","1"
"8474","585174","Landing Page Submission","Organic Search","No","1",9,1005,9,"Email Opened","Unemployed","Mumbai","No","Modified","2"
"8475","585167","Landing Page Submission","Google","No","0",3,1218,3,"Form Submitted on Website","Working Professional","Tier II Cities","No","Modified","4"
"8476","585145","API","Olark Chat","No","1",0,0,0,"Email Opened","Working Professional","Mumbai","No","Email Opened","3"
"8477","585142","API","Olark Chat","Yes","0",0,0,0,"SMS Sent","Unemployed","Other Cities","No","SMS Sent","2"
"8478","585140","Landing Page Submission","Google","No","0",3,278,3,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"8479","585120","Landing Page Submission","Direct Traffic","No","0",6,169,6,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","3"
"8480","585071","API","Google","No","1",3,746,3,"Unreachable","Unemployed","Mumbai","No","Unreachable","2"
"8481","585062","Landing Page Submission","Direct Traffic","No","0",2,1393,2,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","3"
"8482","585052","API","Google","No","0",3,473,3,"Form Submitted on Website","Unemployed","Thane & Outskirts","No","Modified","2"
"8483","585039","Landing Page Submission","Google","Yes","0",3,103,3,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","3"
"8484","585023","Landing Page Submission","Google","No","1",4,1674,4,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","4"
"8485","585016","Landing Page Submission","Direct Traffic","No","0",2,323,2,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"8486","585010","Landing Page Submission","Google","Yes","0",4,43,2,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","4"
"8487","584995","Landing Page Submission","Direct Traffic","No","0",6,23,3,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","3"
"8488","584990","Landing Page Submission","Direct Traffic","No","0",2,345,2,"Email Opened","Unemployed","Mumbai","Yes","Modified","3"
"8489","584936","Landing Page Submission","Direct Traffic","Yes","0",2,267,2,"Email Bounced","Unemployed","Mumbai","Yes","Modified","3"
"8490","584935","Landing Page Submission","Direct Traffic","No","0",2,109,2,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","1"
"8491","584932","Lead Add Form","Reference","No","0",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8492","584908","Landing Page Submission","Google","No","0",4,679,4,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","4"
"8493","584906","API","Google","No","1",2,1565,2,"Unreachable","Unemployed","Mumbai","No","Unreachable","3"
"8494","584897","Landing Page Submission","Google","No","0",4,884,4,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","4"
"8495","584881","Landing Page Submission","Direct Traffic","No","1",3,676,3,"SMS Sent","Unemployed","Other Cities of Maharashtra","Yes","Modified","1"
"8496","584858","Landing Page Submission","Direct Traffic","No","1",6,1835,6,"Email Opened","Working Professional","Mumbai","Yes","Email Opened","3"
"8497","584842","API","Google","No","0",3,1478,3,"Form Submitted on Website","Unemployed","Other Metro Cities","No","Modified","4"
"8498","584840","Landing Page Submission","Direct Traffic","No","0",2,210,2,"Email Opened","Student","Thane & Outskirts","Yes","Modified","3"
"8499","584832","Landing Page Submission","Direct Traffic","Yes","0",3,178,3,"Email Bounced","Unemployed","Thane & Outskirts","Yes","Modified","1"
"8500","584822","Lead Add Form","Reference","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8501","584821","Landing Page Submission","Direct Traffic","Yes","0",6,229,6,"Page Visited on Website","Unemployed","Mumbai","Yes","Modified","1"
"8502","584805","Landing Page Submission","Direct Traffic","No","0",1,84,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","4"
"8503","584802","Landing Page Submission","Direct Traffic","No","0",3,509,3,"Email Opened","Unemployed","Mumbai","Yes","Modified","3"
"8504","584788","API","Google","No","0",3,847,3,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8505","584779","API","Olark Chat","No","0",2,1192,2,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","4"
"8506","584774","Landing Page Submission","Google","No","1",7,1721,3.5,"SMS Sent","Working Professional","Mumbai","No","SMS Sent","4"
"8507","584760","Landing Page Submission","Direct Traffic","No","0",2,70,2,"SMS Sent","Unemployed","Other Metro Cities","Yes","SMS Sent","3"
"8508","584754","Landing Page Submission","Google","No","0",4,18,4,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"8509","584750","Landing Page Submission","Direct Traffic","No","0",2,223,2,"Page Visited on Website","Unemployed","Mumbai","No","Modified","0"
"8510","584730","API","Olark Chat","No","1",1,1635,1,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"8511","584727","Landing Page Submission","Direct Traffic","No","1",4,1840,4,"SMS Sent","Unemployed","Other Cities of Maharashtra","Yes","SMS Sent","3"
"8512","584703","API","Organic Search","No","1",2,645,2,"SMS Sent","Unemployed","Other Cities","No","Modified","2"
"8513","584702","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"8514","584697","Landing Page Submission","Direct Traffic","No","0",4,271,4,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8515","584691","Landing Page Submission","Direct Traffic","No","1",2,384,2,"SMS Sent","Unemployed","Mumbai","Yes","Modified","3"
"8516","584683","Landing Page Submission","Direct Traffic","No","1",3,1011,3,"SMS Sent","Unemployed","Other Metro Cities","Yes","Modified","3"
"8517","584681","Landing Page Submission","Google","No","1",4,690,2,"SMS Sent","Unemployed","Other Metro Cities","Yes","Modified","1"
"8518","584668","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8519","584660","Landing Page Submission","Direct Traffic","No","1",2,254,2,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","3"
"8520","584655","Landing Page Submission","Direct Traffic","No","0",5,21,5,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"8521","584650","Landing Page Submission","Direct Traffic","Yes","0",4,543,4,"Page Visited on Website","Unemployed","Mumbai","Yes","Modified","1"
"8522","584649","Landing Page Submission","Organic Search","No","1",8,1508,8,"Unreachable","Working Professional","Other Metro Cities","Yes","Unreachable","3"
"8523","584636","Landing Page Submission","Direct Traffic","No","1",1,1459,1,"Converted to Lead","Unemployed","Thane & Outskirts","Yes","Modified","3"
"8524","584632","Landing Page Submission","Direct Traffic","No","0",2,1241,2,"SMS Sent","Unemployed","Other Cities","Yes","SMS Sent","3"
"8525","584622","Landing Page Submission","Google","No","0",5,215,2.5,"SMS Sent","Unemployed","Other Cities","Yes","SMS Sent","4"
"8526","584613","Landing Page Submission","Direct Traffic","No","0",3,381,3,"SMS Sent","Unemployed","Other Cities","Yes","Modified","1"
"8527","584607","Landing Page Submission","Direct Traffic","No","0",7,86,1.75,"Page Visited on Website","Unemployed","Mumbai","Yes","Page Visited on Website","3"
"8528","584604","Landing Page Submission","Direct Traffic","No","0",2,407,2,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8529","584603","Landing Page Submission","Direct Traffic","No","0",2,300,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","4"
"8530","584599","Landing Page Submission","Google","No","0",5,4,5,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","4"
"8531","584595","Landing Page Submission","Direct Traffic","No","0",2,362,2,"SMS Sent","Unemployed","Mumbai","Yes","Modified","1"
"8532","584591","Landing Page Submission","Direct Traffic","No","0",2,244,2,"Form Submitted on Website","Unemployed","Thane & Outskirts","Yes","Modified","3"
"8533","584579","Landing Page Submission","Direct Traffic","No","0",2,46,2,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8534","584574","Landing Page Submission","Direct Traffic","No","0",2,148,2,"Email Opened","Unemployed","Other Metro Cities","Yes","Email Opened","3"
"8535","584573","Landing Page Submission","Organic Search","No","1",3,125,3,"Email Opened","Unemployed","Mumbai","Yes","Modified","1"
"8536","584572","API","Organic Search","No","0",3,20,3,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"8537","584568","Landing Page Submission","Direct Traffic","No","0",2,33,2,"SMS Sent","Unemployed","Other Cities","Yes","SMS Sent","3"
"8538","584561","Landing Page Submission","Organic Search","No","0",10,1337,5,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","3"
"8539","584540","API","Olark Chat","No","1",5,1296,2.5,"Olark Chat Conversation","Unemployed","Other Cities","No","Olark Chat Conversation","4"
"8540","584538","Landing Page Submission","Organic Search","No","1",4,1390,4,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8541","584531","API","Google","No","0",2,1647,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8542","584528","API","Olark Chat","No","1",11,1882,2.75,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"8543","584514","Landing Page Submission","Direct Traffic","No","0",1,261,1,"Converted to Lead","Unemployed","Mumbai","Yes","Modified","3"
"8544","584507","Landing Page Submission","Direct Traffic","No","0",4,147,4,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","1"
"8545","584504","API","Direct Traffic","No","0",3,164,1.5,"Page Visited on Website","Unemployed","Mumbai","No","Page Visited on Website","0"
"8546","584496","API","Organic Search","No","0",2,413,2,"SMS Sent","Unemployed","Other Cities","No","SMS Sent","2"
"8547","584482","Landing Page Submission","Direct Traffic","No","0",3,106,3,"Page Visited on Website","Unemployed","Other Cities","Yes","Modified","3"
"8548","584481","Lead Add Form","Reference","No","1",0,0,0,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","2"
"8549","584475","API","Organic Search","No","0",6,1,6,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8550","584471","Landing Page Submission","Google","No","0",6,120,6,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"8551","584464","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"8552","584463","API","Olark Chat","No","1",0,0,0,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"8553","584456","Landing Page Submission","Direct Traffic","No","1",9,1256,9,"SMS Sent","Unemployed","Mumbai","Yes","Modified","1"
"8554","584443","API","Organic Search","No","0",5,124,5,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8555","584441","Landing Page Submission","Direct Traffic","No","0",2,141,2,"Email Opened","Unemployed","Mumbai","Yes","Modified","3"
"8556","584427","API","Olark Chat","No","0",3,321,3,"Olark Chat Conversation","Unemployed","Other Metro Cities","No","Olark Chat Conversation","0"
"8557","584422","Lead Add Form","Welingak Website","Yes","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8558","584415","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8559","584408","API","Google","No","0",1,197,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","0"
"8560","584395","Landing Page Submission","Organic Search","No","0",3,521,3,"Converted to Lead","Unemployed","Mumbai","Yes","Modified","1"
